PID,Benchmark,WCET,Period,Deadline,Criticality,TempSens,LoadSens,Energy,Predecessors
T10395,PapaBench,4.31,54.35,29.66,Low,1.2,1.36,5.04,T10394
T10396,Malardalen,1.13,73.56,12.16,Low,1.14,1.37,1.04,T10395
T10397,PapaBench,1.08,79.43,70.19,Low,1.38,1.32,0.81,T10396
T10398,EEMBC,21.12,165.94,145.65,Low,1.28,1.31,50.9,T10397
T10399,EEMBC,26.88,293.25,50.87,Low,1.04,1.4,45.7,T10398
T10400,EEMBC,5.42,275.17,91.45,High,1.35,1.27,7.43,T10399
T10401,EEMBC,8.25,252.79,178.34,Low,1.45,1.24,16.66,T5438
T10402,Malardalen,1.58,26.98,21.26,High,0.92,1.35,1.36,T10401
T10403,Malardalen,1.46,32.96,16.65,High,0.88,1.07,1.11,T10402
T10404,EEMBC,16.4,54.46,46.9,Low,1.36,0.94,33.29,T10403
T10405,MiBench,48.17,382.92,155.05,Low,1.22,1.37,48.65,T10404
T10406,EEMBC,24.0,275.61,165.56,Low,1.15,1.22,53.28,T10405
T10407,Malardalen,1.17,94.88,85.45,High,1.38,1.1,0.7,T10406
T10408,MiBench,23.2,255.66,111.27,High,0.91,1.01,30.86,T10407
T10409,PapaBench,1.54,247.77,54.6,High,0.95,1.36,1.37,T10408
T10410,TACLeBench,4.08,188.89,173.3,High,1.24,1.36,5.1,T10409
T10411,MiBench,16.36,128.92,118.48,Low,1.37,1.19,20.12,T5549
T10412,TACLeBench,14.81,166.44,108.6,High,1.1,0.86,17.48,T10411
T10413,Malardalen,1.64,93.97,60.16,High,1.05,1.4,0.9,T10412
T10414,MiBench,19.53,255.31,183.62,Low,1.29,0.97,32.42,T10413
T10415,EEMBC,13.7,184.56,95.17,High,1.04,0.97,34.25,T10414
T10416,PapaBench,2.44,94.35,19.72,High,1.22,1.33,2.0,T10415
T10417,PapaBench,2.04,128.3,98.58,Low,1.27,1.0,1.39,T10416
T10418,TACLeBench,9.53,101.42,59.95,Low,1.2,1.22,7.72,T10417
T10419,EEMBC,17.29,208.52,66.89,Low,1.08,1.05,31.12,T10418
T10420,MiBench,6.9,247.55,118.57,Low,1.34,1.22,10.56,T10419
T10421,EEMBC,26.32,198.52,163.63,Low,1.49,1.28,38.43,T3871
T10422,EEMBC,4.73,183.28,122.09,Low,1.19,0.98,6.39,T10421
T10423,MiBench,28.01,344.84,151.16,Low,1.45,1.07,42.58,T10422
T10424,PapaBench,3.28,179.48,100.27,Low,1.04,0.91,3.9,T10423
T10425,EEMBC,28.51,102.07,30.87,Low,0.95,1.12,47.61,T10424
T10426,Malardalen,1.33,50.04,38.22,High,1.06,0.99,0.76,T10425
T10427,MiBench,17.0,190.78,170.66,High,1.31,1.01,31.79,T10426
T10428,TACLeBench,15.33,133.28,109.9,High,0.82,0.81,22.08,T10427
T10429,TACLeBench,3.35,129.73,34.33,Low,1.44,0.88,2.88,T10428
T10430,MiBench,38.13,317.97,281.28,Low,1.39,1.06,46.52,T10429
T10431,PapaBench,3.58,70.83,26.14,High,0.91,0.83,2.29,T2962
T10432,EEMBC,7.18,54.7,47.15,High,1.09,1.02,9.48,T10431
T10433,Malardalen,0.99,21.29,12.44,Low,1.1,1.13,0.64,T10432
T10434,PapaBench,3.08,70.26,23.59,Low,0.87,1.34,2.03,T10433
T10435,MiBench,45.46,479.12,474.22,Low,0.84,0.89,68.19,T10434
T10436,PapaBench,4.37,163.75,158.32,High,0.86,0.81,2.67,T10435
T10437,TACLeBench,7.56,60.84,35.93,Low,1.43,1.28,8.54,T10436
T10438,TACLeBench,10.0,183.65,70.61,Low,0.85,0.83,12.1,T10437
T10439,Malardalen,1.88,43.08,9.5,High,1.02,1.12,1.28,T10438
T10440,Malardalen,0.19,97.22,83.16,High,1.15,1.06,0.1,T10439
T10441,Malardalen,0.11,60.56,11.17,High,0.98,0.92,0.07,T6935
T10442,TACLeBench,18.21,54.64,31.83,Low,1.46,1.06,17.66,T10441
T10443,MiBench,43.83,285.73,267.34,High,1.37,1.3,78.46,T10442
T10444,TACLeBench,0.25,165.75,52.96,Low,1.36,0.98,0.3,T10443
T10445,PapaBench,4.39,137.15,128.02,Low,1.21,1.29,4.52,T10444
T10446,PapaBench,2.44,64.78,27.12,High,1.34,1.38,2.9,T10445
T10447,TACLeBench,7.41,193.27,56.04,Low,1.04,0.96,6.89,T10446
T10448,PapaBench,4.24,76.26,49.29,Low,1.16,1.22,2.54,T10447
T10449,TACLeBench,19.23,166.23,116.05,High,0.89,1.11,16.54,T10448
T10450,TACLeBench,5.22,159.94,156.73,High,1.23,1.0,4.75,T10449
T10451,MiBench,45.29,455.9,80.95,Low,1.4,1.33,83.79,T8748
T10452,TACLeBench,19.49,125.07,89.51,Low,1.19,1.06,20.07,T10451
T10453,PapaBench,4.38,114.11,113.42,High,0.88,1.09,5.12,T10452
T10454,EEMBC,19.4,99.13,23.13,High,1.02,1.23,33.56,T10453
T10455,TACLeBench,9.83,103.07,42.12,Low,0.87,0.96,11.99,T10454
T10456,Malardalen,0.84,92.05,34.95,High,0.83,0.91,0.77,T10455
T10457,Malardalen,0.15,14.45,9.79,High,1.05,0.93,0.14,T10456
T10458,PapaBench,0.37,97.26,82.62,High,1.28,1.25,0.41,T10457
T10459,MiBench,34.62,181.21,171.67,Low,1.29,1.04,42.24,T10458
T10460,Malardalen,1.6,11.13,9.98,High,0.87,1.25,0.86,T10459
T10461,EEMBC,4.8,277.34,268.13,High,1.37,1.23,9.26,T8894
T10462,MiBench,12.93,213.93,113.53,Low,0.94,1.08,20.69,T10461
T10463,PapaBench,1.33,163.85,103.58,High,1.47,1.07,0.97,T10462
T10464,Malardalen,1.13,31.98,1.4,High,0.98,0.99,0.99,T10463
T10465,Malardalen,1.3,52.68,17.11,High,0.91,1.02,1.13,T10464
T10466,MiBench,31.88,188.39,93.09,Low,1.47,0.92,45.59,T10465
T10467,EEMBC,20.71,243.79,163.91,High,1.33,1.08,49.5,T10466
T10468,TACLeBench,11.31,125.03,35.92,Low,1.08,1.09,9.84,T10467
T10469,Malardalen,1.82,90.59,35.26,Low,1.35,0.83,1.33,T10468
T10470,TACLeBench,5.5,93.5,8.28,Low,1.49,1.37,4.4,T10469
T10471,PapaBench,4.77,221.39,196.1,High,1.01,1.23,3.15,T636
T10472,MiBench,41.33,223.78,218.58,Low,1.22,1.39,82.66,T10471
T10473,EEMBC,3.29,220.52,52.5,Low,0.86,1.01,7.27,T10472
T10474,TACLeBench,1.51,132.03,125.29,High,1.25,1.1,1.81,T10473
T10475,PapaBench,3.53,145.41,142.94,High,1.37,1.02,3.14,T10474
T10476,PapaBench,0.67,42.6,7.26,High,1.13,0.95,0.56,T10475
T10477,TACLeBench,1.97,197.67,93.02,High,1.49,1.06,1.58,T10476
T10478,MiBench,43.39,406.63,345.67,Low,0.84,0.86,55.54,T10477
T10479,EEMBC,16.09,142.75,85.45,High,1.42,1.17,37.17,T10478
T10480,EEMBC,11.57,147.63,106.39,Low,1.4,0.96,15.04,T10479
T10481,TACLeBench,3.32,177.51,13.68,Low,1.2,0.93,2.76,T2447
T10482,EEMBC,12.87,258.88,105.14,High,1.17,1.27,28.44,T10481
T10483,EEMBC,22.49,261.17,137.37,Low,1.21,0.81,26.99,T10482
T10484,MiBench,46.32,206.34,141.2,High,0.99,1.31,71.33,T10483
T10485,Malardalen,0.52,99.75,89.18,High,1.44,0.86,0.45,T10484
T10486,Malardalen,1.95,94.38,18.02,Low,1.22,0.92,1.01,T10485
T10487,PapaBench,0.29,234.39,67.66,High,1.14,1.02,0.29,T10486
T10488,MiBench,40.81,101.39,67.72,High,0.95,0.86,64.48,T10487
T10489,PapaBench,1.77,168.37,123.47,High,1.11,1.26,1.1,T10488
T10490,EEMBC,20.83,212.27,202.73,Low,0.97,1.19,47.91,T10489
T10491,Malardalen,0.84,98.05,35.29,High,1.13,1.09,0.71,T8860
T10492,TACLeBench,7.97,181.58,144.18,Low,1.21,1.16,10.12,T10491
T10493,MiBench,30.85,344.55,168.37,Low,1.29,0.84,46.58,T10492
T10494,EEMBC,9.83,294.7,169.84,Low,1.26,0.85,12.78,T10493
T10495,PapaBench,2.71,62.01,38.82,Low,1.45,1.22,2.79,T10494
T10496,TACLeBench,11.83,74.37,50.21,High,1.06,1.28,16.92,T10495
T10497,PapaBench,3.36,62.15,8.01,Low,0.84,1.05,3.36,T10496
T10498,EEMBC,5.26,176.58,80.72,High,1.43,0.81,6.47,T10497
T10499,MiBench,28.84,144.24,103.66,Low,1.04,1.12,53.07,T10498
T10500,PapaBench,3.36,164.6,128.8,High,1.06,0.9,2.35,T10499
T10501,EEMBC,10.78,238.48,28.02,High,1.24,1.02,18.97,T7152
T10502,EEMBC,11.3,191.34,112.18,Low,0.91,1.25,19.55,T10501
T10503,Malardalen,1.78,98.5,21.31,High,1.03,1.14,1.33,T10502
T10504,MiBench,36.9,282.01,82.25,Low,1.26,1.28,48.34,T10503
T10505,MiBench,25.53,318.62,52.76,High,1.05,1.38,38.81,T10504
T10506,EEMBC,23.38,279.24,167.45,Low,1.09,1.25,45.59,T10505
T10507,EEMBC,8.97,55.16,19.06,Low,1.36,1.08,15.88,T10506
T10508,PapaBench,1.93,201.94,179.9,Low,1.19,1.08,1.81,T10507
T10509,MiBench,45.77,314.05,134.81,Low,1.23,0.8,78.72,T10508
T10510,Malardalen,1.04,35.88,20.64,High,1.09,0.94,0.64,T10509
T10511,TACLeBench,17.22,176.17,28.99,Low,1.14,0.87,25.49,T5459
T10512,TACLeBench,12.42,157.21,41.38,Low,0.93,0.96,14.9,T10511
T10513,TACLeBench,12.56,102.98,57.74,Low,0.94,1.07,18.59,T10512
T10514,EEMBC,26.97,205.29,125.25,High,1.18,1.28,38.57,T10513
T10515,MiBench,27.65,310.3,167.74,Low,0.93,1.2,33.46,T10514
T10516,EEMBC,8.78,296.51,251.69,Low,0.88,0.91,18.79,T10515
T10517,TACLeBench,10.2,97.64,97.33,High,1.11,1.13,8.16,T10516
T10518,EEMBC,20.69,83.53,28.82,Low,0.87,1.04,30.41,T10517
T10519,MiBench,40.49,481.44,94.06,Low,1.1,0.83,63.97,T10518
T10520,PapaBench,0.36,99.43,60.19,Low,1.4,0.94,0.28,T10519
T10521,MiBench,5.6,154.7,80.9,Low,1.19,1.14,7.73,T3912
T10522,PapaBench,2.52,230.39,217.66,High,0.92,1.12,2.8,T10521
T10523,EEMBC,5.95,154.52,9.9,High,1.28,1.34,12.85,T10522
T10524,EEMBC,25.2,111.9,47.74,High,1.21,1.17,30.74,T10523
T10525,PapaBench,3.03,178.92,116.9,High,1.36,0.82,2.48,T10524
T10526,Malardalen,1.4,90.76,43.57,High,1.02,1.16,0.8,T10525
T10527,TACLeBench,1.02,78.23,18.57,Low,1.41,1.04,1.25,T10526
T10528,EEMBC,11.77,59.05,39.89,Low,1.31,0.91,21.3,T10527
T10529,Malardalen,0.27,32.96,22.64,Low,1.26,1.01,0.19,T10528
T10530,TACLeBench,5.24,150.72,25.91,Low,0.84,0.9,7.65,T10529
T10531,MiBench,26.77,490.55,322.47,Low,1.17,0.94,34.8,T7803
T10532,EEMBC,8.03,157.05,130.23,Low,1.05,0.87,12.69,T10531
T10533,TACLeBench,6.55,84.7,78.96,Low,1.22,1.4,6.88,T10532
T10534,TACLeBench,12.13,55.68,22.73,Low,1.43,0.8,13.71,T10533
T10535,TACLeBench,14.74,96.53,51.87,Low,1.09,1.4,14.3,T10534
T10536,Malardalen,1.88,21.42,9.63,High,0.88,1.25,0.98,T10535
T10537,TACLeBench,15.91,197.54,59.64,Low,1.04,1.04,19.41,T10536
T10538,PapaBench,0.11,180.98,116.36,High,1.33,1.12,0.08,T10537
T10539,EEMBC,18.28,201.2,41.85,High,1.17,1.02,39.48,T10538
T10540,TACLeBench,3.38,127.89,11.9,Low,1.39,1.39,3.01,T10539
T10541,MiBench,13.61,192.53,127.59,Low,1.48,1.18,26.27,T6345
T10542,TACLeBench,5.21,124.16,47.81,High,0.98,1.04,7.71,T10541
T10543,MiBench,11.32,166.66,148.7,Low,0.86,1.09,16.41,T10542
T10544,EEMBC,16.36,157.53,124.98,Low,0.93,0.94,40.57,T10543
T10545,PapaBench,4.8,147.77,132.86,Low,1.02,0.91,5.09,T10544
T10546,PapaBench,2.53,87.19,82.41,High,1.24,1.12,1.82,T10545
T10547,PapaBench,2.41,29.94,3.25,High,0.94,1.27,1.86,T10546
T10548,TACLeBench,1.14,101.0,11.37,High,1.35,1.31,0.99,T10547
T10549,TACLeBench,8.06,174.87,31.74,High,1.37,0.87,10.8,T10548
T10550,Malardalen,1.51,61.94,31.03,High,1.44,1.18,1.24,T10549
T10551,Malardalen,1.78,66.95,25.98,High,1.19,1.19,1.28,T1070
T10552,TACLeBench,12.02,187.75,110.96,Low,1.18,1.2,12.86,T10551
T10553,PapaBench,0.84,97.29,32.75,Low,1.42,1.3,0.92,T10552
T10554,PapaBench,0.48,162.75,42.56,High,0.9,1.09,0.3,T10553
T10555,PapaBench,0.37,44.04,34.55,High,1.0,0.99,0.31,T10554
T10556,MiBench,33.67,292.67,181.5,Low,1.12,0.97,47.81,T10555
T10557,Malardalen,1.37,97.88,15.66,Low,1.35,1.37,1.01,T10556
T10558,MiBench,10.07,257.68,214.95,High,0.87,1.22,13.39,T10557
T10559,MiBench,6.88,192.67,144.09,Low,1.18,0.8,8.81,T10558
T10560,EEMBC,18.43,133.16,84.33,Low,0.82,1.38,27.09,T10559
T10561,PapaBench,1.37,246.93,195.52,Low,1.23,1.39,1.04,T3671
T10562,Malardalen,1.64,58.92,33.83,Low,1.49,1.2,0.85,T10561
T10563,MiBench,43.28,209.96,209.23,Low,1.21,1.22,46.74,T10562
T10564,Malardalen,0.2,30.05,7.92,High,0.84,0.86,0.12,T10563
T10565,Malardalen,1.57,29.67,24.78,High,1.18,1.17,0.86,T10564
T10566,EEMBC,22.79,236.42,88.61,Low,1.31,0.81,53.33,T10565
T10567,Malardalen,1.14,18.1,15.04,Low,0.98,1.09,0.91,T10566
T10568,TACLeBench,5.38,93.71,61.35,Low,0.92,0.85,6.24,T10567
T10569,PapaBench,3.2,108.03,18.82,High,1.08,1.19,2.85,T10568
T10570,TACLeBench,11.47,180.69,54.93,High,1.03,1.31,9.98,T10569
T10571,MiBench,13.72,113.99,14.91,Low,1.47,1.31,21.95,T4072
T10572,MiBench,15.53,476.62,353.75,Low,1.49,1.39,17.86,T10571
T10573,TACLeBench,14.23,147.3,146.02,Low,1.45,0.86,18.64,T10572
T10574,PapaBench,4.07,198.12,112.52,High,1.38,1.03,4.31,T10573
T10575,EEMBC,3.52,222.72,58.74,High,1.01,0.8,4.54,T10574
T10576,MiBench,14.1,225.59,186.01,High,0.95,0.99,22.14,T10575
T10577,PapaBench,4.2,51.31,14.65,Low,1.42,1.11,4.16,T10576
T10578,PapaBench,2.54,69.74,8.82,Low,1.47,1.16,1.83,T10577
T10579,TACLeBench,5.64,57.01,38.38,Low,0.94,1.11,7.28,T10578
T10580,EEMBC,1.48,116.29,36.79,Low,0.84,1.02,2.26,T10579
T10581,Malardalen,1.36,63.89,54.96,Low,1.02,0.83,1.18,T6817
T10582,PapaBench,2.17,34.59,21.04,High,1.38,1.26,1.78,T10581
T10583,MiBench,8.63,319.25,266.7,High,1.13,1.01,11.65,T10582
T10584,MiBench,13.02,455.23,320.75,High,1.35,1.09,17.84,T10583
T10585,TACLeBench,14.51,176.04,167.59,High,1.39,0.95,19.59,T10584
T10586,Malardalen,1.5,88.38,39.43,High,1.05,1.36,0.9,T10585
T10587,TACLeBench,3.22,98.0,82.94,High,1.19,1.32,4.64,T10586
T10588,EEMBC,22.66,74.27,64.05,Low,1.29,1.0,49.17,T10587
T10589,TACLeBench,8.47,53.03,32.34,Low,0.97,0.96,8.55,T10588
T10590,EEMBC,29.7,104.18,75.34,Low,0.95,1.08,52.57,T10589
T10591,TACLeBench,7.04,192.09,64.61,Low,1.47,1.25,7.25,T8059
T10592,PapaBench,2.6,204.78,126.31,High,1.15,0.96,2.39,T10591
T10593,MiBench,36.96,186.3,146.08,Low,1.28,1.14,65.79,T10592
T10594,Malardalen,1.89,91.85,55.48,High,0.81,1.04,1.42,T10593
T10595,EEMBC,8.39,205.11,199.97,High,1.14,1.04,13.76,T10594
T10596,Malardalen,0.62,18.48,4.56,High,0.99,0.92,0.61,T10595
T10597,TACLeBench,1.32,166.25,49.81,Low,0.92,0.83,1.12,T10596
T10598,PapaBench,4.25,221.42,103.94,High,0.92,1.01,2.89,T10597
T10599,TACLeBench,7.72,137.41,28.55,High,0.82,0.89,7.95,T10598
T10600,Malardalen,1.18,52.56,6.5,High,1.07,1.18,1.01,T10599
T10601,TACLeBench,16.81,129.29,123.59,High,1.14,0.83,15.47,T4454
T10602,MiBench,18.07,237.24,185.54,High,0.88,1.07,35.96,T10601
T10603,Malardalen,0.92,67.75,63.32,Low,1.03,1.15,0.52,T10602
T10604,EEMBC,27.62,231.18,143.34,Low,1.25,1.36,54.69,T10603
T10605,MiBench,31.06,259.32,92.56,Low,0.95,0.89,59.95,T10604
T10606,TACLeBench,5.03,169.09,58.23,Low,1.36,1.29,4.33,T10605
T10607,EEMBC,1.18,208.37,100.7,High,0.83,0.93,1.43,T10606
T10608,PapaBench,2.43,145.64,128.0,High,1.45,1.02,2.84,T10607
T10609,TACLeBench,2.22,101.92,100.21,Low,0.95,1.18,2.78,T10608
T10610,MiBench,15.14,342.36,146.2,High,0.82,0.83,18.93,T10609
T10611,TACLeBench,17.29,196.05,172.82,Low,1.39,0.91,17.81,T1577
T10612,PapaBench,4.24,193.99,110.1,Low,1.4,0.97,3.52,T10611
T10613,TACLeBench,6.85,161.35,11.33,Low,1.4,1.28,9.73,T10612
T10614,EEMBC,6.63,85.86,59.01,High,1.24,0.82,13.19,T10613
T10615,Malardalen,0.82,13.09,4.79,High,1.14,0.91,0.45,T10614
T10616,Malardalen,0.65,67.77,60.45,Low,1.02,1.27,0.55,T10615
T10617,MiBench,37.93,410.12,399.64,High,0.85,1.12,69.79,T10616
T10618,PapaBench,0.19,207.47,96.11,Low,0.93,1.23,0.13,T10617
T10619,MiBench,42.96,249.96,189.22,Low,0.87,1.29,79.48,T10618
T10620,Malardalen,0.55,85.59,24.26,High,1.24,0.84,0.42,T10619
T10621,EEMBC,13.7,143.16,96.5,High,0.98,1.27,24.52,T1937
T10622,TACLeBench,14.26,165.59,121.56,High,1.49,1.3,15.83,T10621
T10623,Malardalen,0.88,88.5,28.19,High,1.43,1.2,0.47,T10622
T10624,MiBench,41.81,191.12,69.1,Low,1.34,1.25,50.59,T10623
T10625,Malardalen,1.25,38.47,19.02,High,1.34,1.14,1.01,T10624
T10626,PapaBench,4.28,167.29,113.14,Low,1.33,1.35,4.07,T10625
T10627,EEMBC,10.98,107.97,24.5,Low,1.34,1.11,13.4,T10626
T10628,PapaBench,0.1,240.74,157.67,High,1.49,0.82,0.09,T10627
T10629,TACLeBench,6.64,158.08,68.84,Low,1.16,1.26,7.64,T10628
T10630,Malardalen,0.82,54.22,49.3,High,1.25,1.35,0.58,T10629
T10631,PapaBench,1.72,135.23,97.57,High,0.9,1.09,2.05,T2807
T10632,MiBench,36.72,125.49,59.07,Low,1.5,1.31,43.7,T10631
T10633,MiBench,9.95,413.82,23.84,High,0.87,0.95,10.15,T10632
T10634,EEMBC,23.26,137.63,93.09,High,0.86,1.12,38.15,T10633
T10635,MiBench,32.35,170.92,169.51,High,1.02,1.22,43.03,T10634
T10636,Malardalen,1.52,98.31,51.03,High,0.93,1.37,1.17,T10635
T10637,PapaBench,1.27,132.5,72.6,High,1.26,0.89,0.79,T10636
T10638,TACLeBench,4.0,161.28,139.96,Low,1.44,1.28,5.16,T10637
T10639,MiBench,11.31,352.26,186.03,Low,1.01,1.22,12.1,T10638
T10640,MiBench,23.08,395.87,31.48,Low,1.49,0.89,30.0,T10639
T10641,MiBench,42.88,416.95,254.82,Low,1.12,1.09,79.76,T2910
T10642,Malardalen,1.65,21.67,20.35,Low,0.82,0.83,0.97,T10641
T10643,EEMBC,11.25,249.58,217.29,Low,1.4,0.89,20.7,T10642
T10644,MiBench,19.06,355.59,128.9,Low,1.34,1.3,32.97,T10643
T10645,PapaBench,4.91,201.87,35.49,High,0.98,1.02,4.03,T10644
T10646,Malardalen,0.64,10.6,7.77,High,1.34,1.12,0.42,T10645
T10647,TACLeBench,1.7,130.14,9.46,High,0.93,1.4,1.63,T10646
T10648,Malardalen,0.76,67.95,13.15,Low,1.2,1.11,0.66,T10647
T10649,Malardalen,1.21,97.28,76.2,High,1.45,1.28,0.81,T10648
T10650,TACLeBench,17.02,143.19,89.96,Low,0.99,0.82,22.81,T10649
T10651,Malardalen,0.3,63.41,41.89,High,0.95,0.9,0.16,T3960
T10652,EEMBC,4.92,211.9,109.13,High,1.17,1.14,11.46,T10651
T10653,PapaBench,1.2,99.47,71.91,High,1.29,0.86,0.83,T10652
T10654,MiBench,15.86,457.85,38.16,Low,1.41,1.28,22.68,T10653
T10655,PapaBench,4.67,122.95,104.12,High,1.32,1.03,4.25,T10654
T10656,PapaBench,0.43,132.82,78.25,High,1.44,1.29,0.4,T10655
T10657,MiBench,33.5,135.81,134.08,High,1.16,1.34,42.88,T10656
T10658,EEMBC,13.92,104.2,47.99,High,0.95,1.19,22.69,T10657
T10659,PapaBench,3.69,44.98,6.87,Low,1.38,0.84,3.51,T10658
T10660,TACLeBench,13.02,150.05,66.34,High,0.8,1.31,18.49,T10659
T10661,TACLeBench,18.98,177.0,93.81,High,1.05,1.0,19.55,T1676
T10662,EEMBC,1.95,286.92,67.41,Low,0.94,1.36,3.24,T10661
T10663,MiBench,5.34,133.43,34.8,Low,0.9,1.01,7.32,T10662
T10664,TACLeBench,16.13,98.84,67.58,Low,1.36,1.34,23.07,T10663
T10665,TACLeBench,17.35,164.28,157.77,High,1.27,1.06,17.35,T10664
T10666,Malardalen,0.99,52.92,6.4,Low,1.04,0.97,0.65,T10665
T10667,Malardalen,1.27,50.7,27.39,High,1.02,1.19,1.05,T10666
T10668,TACLeBench,17.03,123.28,49.9,Low,0.99,1.36,16.69,T10667
T10669,TACLeBench,18.98,134.33,37.03,High,0.81,1.27,23.73,T10668
T10670,Malardalen,1.17,58.66,47.1,High,1.14,1.38,1.1,T10669
T10671,EEMBC,3.93,137.82,27.59,Low,1.01,1.25,9.55,T7575
T10672,TACLeBench,2.64,177.48,117.32,High,0.94,0.85,3.96,T10671
T10673,TACLeBench,4.52,148.92,139.13,High,0.84,0.82,4.25,T10672
T10674,EEMBC,17.77,172.81,60.63,High,1.16,1.14,27.19,T10673
T10675,EEMBC,17.65,100.19,51.22,High,1.36,1.01,29.12,T10674
T10676,MiBench,19.14,331.61,134.26,Low,1.5,0.87,21.82,T10675
T10677,MiBench,39.36,151.05,52.45,Low,1.43,1.05,77.54,T10676
T10678,TACLeBench,14.4,80.64,70.36,Low,1.2,1.23,12.24,T10677
T10679,MiBench,19.17,301.63,195.75,Low,1.4,1.12,28.56,T10678
T10680,EEMBC,2.91,201.33,76.99,High,1.36,1.37,5.59,T10679
T10681,MiBench,37.97,264.29,170.83,Low,0.91,1.06,46.7,T6062
T10682,MiBench,37.57,461.8,180.67,High,1.21,1.11,67.25,T10681
T10683,TACLeBench,10.61,139.87,26.42,Low,0.8,1.27,12.1,T10682
T10684,PapaBench,4.42,86.41,59.43,High,1.44,1.05,3.62,T10683
T10685,TACLeBench,4.83,181.12,105.57,Low,1.11,0.8,4.78,T10684
T10686,EEMBC,19.45,87.39,49.69,Low,1.39,0.87,30.73,T10685
T10687,TACLeBench,11.98,162.8,98.3,High,1.45,0.94,17.49,T10686
T10688,TACLeBench,2.06,144.72,42.8,High,1.05,1.14,2.47,T10687
T10689,Malardalen,0.66,55.68,33.17,High,1.01,1.25,0.59,T10688
T10690,Malardalen,0.41,27.33,27.19,Low,1.29,1.24,0.34,T10689
T10691,EEMBC,13.01,280.19,264.88,High,1.47,1.3,23.42,T6100
T10692,Malardalen,0.81,58.3,16.74,High,1.2,1.07,0.73,T10691
T10693,PapaBench,3.33,120.46,109.11,High,1.04,0.8,3.96,T10692
T10694,Malardalen,0.73,36.15,32.35,Low,1.38,1.21,0.37,T10693
T10695,EEMBC,19.74,190.73,99.72,Low,1.14,1.0,26.06,T10694
T10696,Malardalen,1.12,97.69,97.12,High,1.45,0.88,0.95,T10695
T10697,PapaBench,4.53,247.59,179.48,High,1.4,1.16,3.31,T10696
T10698,TACLeBench,10.52,89.66,69.89,High,0.94,1.01,14.73,T10697
T10699,TACLeBench,4.88,126.14,9.44,Low,1.4,1.21,6.05,T10698
T10700,MiBench,45.22,337.66,69.36,Low,1.39,1.26,66.93,T10699
T10701,MiBench,12.8,193.89,191.07,Low,1.47,1.21,15.87,T7382
T10702,PapaBench,3.02,126.46,100.54,High,1.42,1.12,2.99,T10701
T10703,PapaBench,2.23,245.25,225.45,High,1.32,1.02,2.32,T10702
T10704,Malardalen,1.83,20.61,13.58,Low,0.92,1.34,1.02,T10703
T10705,Malardalen,0.23,95.24,17.13,Low,0.87,1.02,0.19,T10704
T10706,TACLeBench,6.62,170.43,85.56,Low,1.14,1.38,7.61,T10705
T10707,MiBench,31.8,163.88,79.46,Low,1.47,1.4,55.33,T10706
T10708,Malardalen,1.22,56.7,37.53,High,1.04,1.37,0.68,T10707
T10709,Malardalen,0.74,94.56,80.12,High,1.01,0.98,0.62,T10708
T10710,PapaBench,4.68,89.17,30.33,High,1.2,1.19,3.42,T10709
T10711,MiBench,25.04,152.95,27.08,High,0.86,1.35,36.81,T5492
T10712,Malardalen,0.69,84.57,2.53,High,0.81,1.27,0.38,T10711
T10713,Malardalen,0.44,61.45,28.44,High,0.81,0.81,0.34,T10712
T10714,Malardalen,1.82,24.87,4.29,High,0.97,0.84,1.35,T10713
T10715,PapaBench,2.11,101.17,80.41,Low,0.95,0.97,2.41,T10714
T10716,EEMBC,2.17,195.27,117.67,High,1.48,1.38,3.84,T10715
T10717,PapaBench,2.18,34.98,21.64,High,0.82,1.31,1.81,T10716
T10718,EEMBC,20.5,104.33,49.6,High,1.17,1.11,49.61,T10717
T10719,PapaBench,1.19,97.59,64.03,High,1.25,1.19,0.92,T10718
T10720,MiBench,45.46,494.08,152.14,Low,1.4,1.34,89.56,T10719
T10721,MiBench,16.53,196.16,31.4,Low,0.85,0.96,19.67,T1560
T10722,MiBench,18.54,390.86,270.7,High,1.46,1.0,30.96,T10721
T10723,PapaBench,1.41,148.78,84.89,High,1.46,0.98,1.2,T10722
T10724,Malardalen,1.12,99.02,61.58,High,1.34,1.1,0.64,T10723
T10725,MiBench,42.8,138.06,113.1,Low,1.37,1.32,43.66,T10724
T10726,EEMBC,4.21,246.81,149.07,Low,1.0,1.01,8.17,T10725
T10727,TACLeBench,1.69,168.23,70.64,Low,1.3,0.89,2.26,T10726
T10728,MiBench,25.87,370.51,225.66,High,0.8,0.88,27.16,T10727
T10729,MiBench,16.41,358.1,223.39,Low,0.81,1.29,20.02,T10728
T10730,Malardalen,1.2,49.31,37.73,High,1.26,0.81,1.04,T10729
T10731,PapaBench,3.51,214.51,108.85,High,0.83,0.95,3.12,T2694
T10732,MiBench,23.77,487.17,128.39,High,1.41,0.82,36.13,T10731
T10733,Malardalen,1.89,73.63,16.11,High,1.42,1.19,1.08,T10732
T10734,EEMBC,6.32,202.95,35.58,High,1.43,1.39,11.69,T10733
T10735,PapaBench,2.9,88.96,74.3,High,0.91,0.93,2.99,T10734
T10736,PapaBench,4.76,128.05,71.72,High,1.2,1.38,4.0,T10735
T10737,TACLeBench,19.37,53.35,37.55,High,0.81,1.36,17.82,T10736
T10738,TACLeBench,9.03,183.89,182.25,High,1.33,1.29,7.59,T10737
